total_charges,monthly_charges,contract_month_to_month,contract_two_year,churn,tenure
123.44999999999999,41.15,1.0,0.0,1,3
1389.7,106.9,1.0,0.0,1,13
5121.45,89.85,1.0,0.0,0,57
1545.3500000000001,49.85,0.0,1.0,0,31
5098.5,113.3,0.0,0.0,0,45
5374.099999999999,88.1,0.0,1.0,0,61
1245.0,24.9,0.0,1.0,0,50
1995.0,105.0,1.0,0.0,0,19
1141.65,19.35,0.0,1.0,1,59
1721.75,24.25,0.0,1.0,0,71
1511.2,94.45,1.0,0.0,1,16
3405.75,59.75,0.0,1.0,0,57
24.8,24.8,1.0,0.0,1,1
2141.0,107.05,1.0,0.0,0,20
70.6,70.6,1.0,0.0,1,1
427.0,85.4,1.0,0.0,1,5
5462.599999999999,105.05,1.0,0.0,1,52
1363.95,64.95,1.0,0.0,0,21
770.0,55.0,1.0,0.0,0,14
252.75,50.55,1.0,0.0,0,5
330.9,55.15,1.0,0.0,0,6
512.0,51.2,1.0,0.0,0,10
25.4,25.4,1.0,0.0,0,1
3702.6000000000004,54.45,1.0,0.0,0,68
1712.7,95.15,1.0,0.0,1,18
1672.0,76.0,0.0,0.0,0,22
887.0,44.35,1.0,0.0,0,20
70.0,70.0,1.0,0.0,1,1
596.0,74.5,1.0,0.0,1,8
448.5,44.85,1.0,0.0,1,10
1826.3999999999999,76.1,1.0,0.0,1,24
2142.0,61.2,0.0,0.0,0,35
1996.3999999999999,86.8,0.0,0.0,0,23
536.0999999999999,89.35,1.0,0.0,0,6
236.39999999999998,19.7,1.0,0.0,0,12
20.25,20.25,1.0,0.0,0,1
5399.55,76.05,0.0,1.0,0,71
3528.0,100.8,1.0,0.0,0,35
2982.0,74.55,1.0,0.0,0,40
73.6,73.6,1.0,0.0,1,1
1492.7,64.9,0.0,0.0,0,23
381.8,95.45,1.0,0.0,1,4
361.6,90.4,1.0,0.0,0,4
4100.4,60.3,0.0,1.0,0,68
3110.2999999999997,81.85,1.0,0.0,0,38
1289.6000000000001,24.8,0.0,1.0,0,52
2396.8,74.9,1.0,0.0,1,32
2190.95,75.55,0.0,1.0,0,29
3843.7000000000003,101.15,1.0,0.0,0,38
3780.0,78.75,0.0,0.0,0,48
19.25,19.25,1.0,0.0,0,1
1959.1,89.05,1.0,0.0,0,22
4947.15,115.05,0.0,1.0,0,43
346.75,69.35,1.0,0.0,0,5
403.0,80.6,1.0,0.0,1,5
5612.55,110.05,0.0,0.0,0,51
1412.8999999999999,19.9,0.0,1.0,0,71
3051.4,80.3,0.0,0.0,1,38
2235.6000000000004,93.15,1.0,0.0,1,24
3202.5,91.5,1.0,0.0,0,35
4452.3,82.45,0.0,0.0,1,54
4320.0,60.0,0.0,1.0,0,72
44.8,44.8,1.0,0.0,0,1
437.40000000000003,48.6,0.0,0.0,0,9
4143.45,60.05,0.0,1.0,0,69
5340.400000000001,102.7,1.0,0.0,0,52
911.9000000000001,82.9,1.0,0.0,0,11
140.7,70.35,1.0,0.0,1,2
1005.1999999999999,35.9,1.0,0.0,0,28
1405.0500000000002,82.65,1.0,0.0,0,17
694.75,19.85,0.0,1.0,0,35
153.6,19.2,0.0,0.0,0,8
4365.400000000001,94.9,0.0,0.0,0,46
516.9499999999999,73.85,1.0,0.0,1,7
161.2,80.6,1.0,0.0,1,2
5154.4,75.8,0.0,0.0,1,68
4497.8,104.6,0.0,1.0,1,43
5994.200000000001,88.15,0.0,1.0,0,68
3412.7999999999997,94.8,1.0,0.0,0,36
6514.200000000001,103.4,1.0,0.0,1,63
1748.8,54.65,1.0,0.0,0,32
6088.25,85.75,0.0,1.0,0,71
4451.7,67.45,1.0,0.0,0,66
1291.5,20.5,0.0,0.0,0,63
830.25,20.25,0.0,0.0,0,41
72.1,72.1,1.0,0.0,0,1
180.8,90.4,1.0,0.0,1,2
1361.5,19.45,0.0,1.0,0,70
1033.8500000000001,44.95,1.0,0.0,0,23
6208.0,97.0,0.0,0.0,0,64
2323.6,62.8,0.0,1.0,0,37
758.2,44.6,0.0,0.0,0,17
624.0500000000001,89.15,1.0,0.0,0,7
339.2,84.8,1.0,0.0,1,4
879.9,41.9,1.0,0.0,1,21
802.5,80.25,1.0,0.0,1,10
865.6,54.1,1.0,0.0,0,16
6736.0,105.25,0.0,1.0,0,64
830.25,30.75,1.0,0.0,1,27
4078.2,97.1,0.0,0.0,0,42
101.0,20.2,1.0,0.0,0,5
4050.7999999999997,98.8,0.0,1.0,0,41
2917.3999999999996,50.3,0.0,0.0,0,58
965.85,20.55,0.0,1.0,0,47
1366.2,75.9,1.0,0.0,0,18
482.5,96.5,1.0,0.0,1,5
1378.8500000000001,59.95,1.0,0.0,0,23
19.15,19.15,1.0,0.0,0,1
7004.150000000001,98.65,0.0,0.0,0,71
8107.2,112.6,0.0,1.0,0,72
679.8000000000001,20.6,0.0,0.0,0,33
171.3,85.65,1.0,0.0,1,2
858.0,35.75,0.0,1.0,0,24
5586.0,99.75,0.0,0.0,0,56
3555.7,96.1,1.0,0.0,0,37
3659.2999999999997,85.1,0.0,0.0,0,43
25.35,25.35,1.0,0.0,0,1
2623.75,104.95,1.0,0.0,1,25
5468.650000000001,89.65,0.0,1.0,0,61
1474.75,86.75,0.0,0.0,0,17
3534.2000000000003,86.2,0.0,0.0,0,41
50.65,50.65,1.0,0.0,1,1
4665.599999999999,64.8,0.0,1.0,0,72
90.85,90.85,1.0,0.0,1,1
5188.799999999999,108.1,0.0,1.0,0,48
219.45,19.95,1.0,0.0,1,11
4699.75,85.45,1.0,0.0,1,55
2299.5,54.75,0.0,0.0,0,42
3977.6000000000004,90.4,1.0,0.0,0,44
44.0,44.0,1.0,0.0,0,1
2581.2,95.6,1.0,0.0,0,27
2289.6,84.8,1.0,0.0,0,27
88.6,44.3,1.0,0.0,0,2
378.09999999999997,19.9,1.0,0.0,0,19
3992.1,95.05,1.0,0.0,0,42
5943.3,90.05,0.0,1.0,0,66
3626.7000000000003,109.9,1.0,0.0,0,33
2514.3,73.95,1.0,0.0,1,34
1801.8,54.6,1.0,0.0,0,33
461.15000000000003,20.05,0.0,0.0,0,23
632.0,19.75,0.0,0.0,0,32
220.55,20.05,0.0,0.0,0,11
6862.05,99.45,1.0,0.0,1,69
3801.2,55.9,0.0,0.0,0,68
394.0,19.7,0.0,1.0,0,20
1425.6000000000001,19.8,0.0,1.0,0,72
5724.0,95.4,0.0,0.0,0,60
3006.4,93.95,1.0,0.0,0,32
19.9,19.9,1.0,0.0,1,1
19.6,19.6,1.0,0.0,1,1
244.04999999999998,81.35,1.0,0.0,1,3
1124.7,24.45,0.0,0.0,0,46
2173.55,74.95,1.0,0.0,0,29
4454.849999999999,87.35,1.0,0.0,0,51
3391.2000000000003,70.65,1.0,0.0,0,48
1172.0,73.25,1.0,0.0,0,16
6909.0,98.7,0.0,1.0,0,70
992.0,24.8,0.0,1.0,0,40
1832.6,83.3,1.0,0.0,1,22
75.3,75.3,1.0,0.0,1,1
121.5,24.3,1.0,0.0,0,5
488.94999999999993,69.85,1.0,0.0,0,7
2915.95,100.55,0.0,0.0,0,29
1130.8,25.7,0.0,0.0,0,44
407.0,40.7,1.0,0.0,0,10
2840.75,51.65,1.0,0.0,0,55
5465.2,105.1,0.0,0.0,0,52
859.5,85.95,1.0,0.0,0,10
1360.8,75.6,1.0,0.0,0,18
3961.0,58.25,0.0,0.0,0,68
1183.3999999999999,19.4,1.0,0.0,1,61
4694.400000000001,65.2,0.0,1.0,0,72
106.9,53.45,1.0,0.0,0,2
544.8,45.4,1.0,0.0,1,12
809.75,19.75,0.0,1.0,0,41
1155.7,44.45,1.0,0.0,0,26
750.6,20.85,0.0,0.0,0,36
8211.6,114.05,0.0,1.0,0,72
3144.75,89.85,1.0,0.0,0,35
55.05,55.05,1.0,0.0,0,1
1807.2,112.95,1.0,0.0,0,16
4975.95,101.55,1.0,0.0,0,49
6191.1,114.65,0.0,0.0,0,54
1166.3999999999999,64.8,1.0,0.0,0,18
2894.4,80.4,1.0,0.0,0,36
6354.0,105.9,1.0,0.0,1,60
69.55,69.55,1.0,0.0,1,1
1302.6000000000001,25.05,0.0,1.0,0,52
758.0,94.75,1.0,0.0,0,8
7596.0,105.5,0.0,1.0,0,72
1580.8,24.7,0.0,0.0,0,64
1534.5,69.75,1.0,0.0,0,22
3612.0,60.2,1.0,0.0,0,60
2269.4,81.05,1.0,0.0,1,28
1488.3999999999999,24.4,0.0,1.0,0,61
2499.6000000000004,104.15,1.0,0.0,0,24
2601.2000000000003,92.9,0.0,0.0,0,28
2424.0,80.8,0.0,1.0,0,30
40.0,20.0,1.0,0.0,0,2
75.1,75.1,1.0,0.0,0,1
117.89999999999999,19.65,1.0,0.0,0,6
1666.8000000000002,69.45,1.0,0.0,0,24
404.6,101.15,1.0,0.0,1,4
698.6,99.8,1.0,0.0,1,7
8355.6,116.05,0.0,1.0,0,72
2803.5,40.05,0.0,1.0,0,70
6534.4,102.1,0.0,1.0,0,64
6458.400000000001,89.7,0.0,0.0,0,72
875.5999999999999,19.9,0.0,1.0,0,44
727.35,55.95,1.0,0.0,1,13
351.04999999999995,20.65,0.0,0.0,0,17
55.0,55.0,1.0,0.0,1,1
630.4499999999999,70.05,1.0,0.0,0,9
1286.4,53.6,1.0,0.0,0,24
74.7,74.7,1.0,0.0,1,1
1926.0,80.25,1.0,0.0,1,24
2661.75,76.05,1.0,0.0,0,35
529.9,75.7,1.0,0.0,0,7
480.5,96.1,1.0,0.0,1,5
1035.0,69.0,1.0,0.0,1,15
216.14999999999998,19.65,0.0,1.0,0,11
2174.3999999999996,45.3,1.0,0.0,1,48
1629.0,81.45,1.0,0.0,0,20
7812.0,108.5,0.0,0.0,0,72
668.4,83.55,1.0,0.0,1,8
6084.0,84.5,0.0,1.0,0,72
1502.25,100.15,1.0,0.0,0,15
6379.2,88.6,0.0,1.0,0,72
0.0,52.55,0.0,1.0,0,0
74.35,74.35,1.0,0.0,1,1
6602.4,104.8,0.0,1.0,0,63
118.0,59.0,1.0,0.0,0,2
148.8,74.4,1.0,0.0,1,2
3907.0499999999997,64.05,0.0,0.0,0,61
20.4,20.4,1.0,0.0,0,1
962.5,43.75,0.0,0.0,1,22
1705.2,60.9,1.0,0.0,0,28
1386.0,19.8,0.0,1.0,0,70
142.25,28.45,1.0,0.0,1,5
1196.4,99.7,1.0,0.0,1,12
3952.5,116.25,0.0,0.0,0,34
5729.7,80.7,0.0,1.0,0,71
4564.0,65.2,0.0,0.0,0,70
4370.599999999999,84.05,1.0,0.0,0,52
5482.05,79.45,0.0,1.0,0,69
1882.0,94.1,1.0,0.0,1,20
858.0,78.0,1.0,0.0,0,11
188.4,94.2,1.0,0.0,1,2
483.0,80.5,1.0,0.0,1,6
19.85,19.85,1.0,0.0,0,1
1886.0,94.3,0.0,0.0,0,20
6493.45,106.45,1.0,0.0,0,61
371.75,74.35,1.0,0.0,1,5
5905.2,105.45,1.0,0.0,0,56
2850.0,95.0,1.0,0.0,0,30
4192.0,104.8,1.0,0.0,1,40
1520.3999999999999,54.3,0.0,0.0,0,28
350.25,70.05,1.0,0.0,0,5
2030.4,75.2,1.0,0.0,1,27
240.60000000000002,20.05,1.0,0.0,0,12
7061.8,105.4,0.0,0.0,0,67
1496.4,51.6,1.0,0.0,0,29
4702.5,85.5,1.0,0.0,0,55
1738.8,75.6,1.0,0.0,1,23
3401.7,100.05,1.0,0.0,1,34
4745.0,91.25,0.0,0.0,0,52
8334.0,115.75,0.0,1.0,0,72
5492.6,94.7,0.0,0.0,0,58
686.0,19.6,0.0,1.0,0,35
5594.400000000001,99.9,0.0,1.0,0,56
506.40000000000003,21.1,0.0,1.0,0,24
1403.5,20.05,0.0,1.0,0,70
159.9,79.95,1.0,0.0,0,2
7286.200000000001,107.15,0.0,0.0,0,68
85.0,85.0,1.0,0.0,1,1
1074.6,89.55,1.0,0.0,0,12
5137.65,81.55,1.0,0.0,0,63
1928.8500000000001,58.45,0.0,0.0,0,33
6599.85,95.65,0.0,0.0,0,69
4836.0,80.6,0.0,1.0,0,60
8143.2,113.1,0.0,1.0,0,72
648.45,58.95,1.0,0.0,0,11
19.55,19.55,1.0,0.0,0,1
860.5,86.05,1.0,0.0,1,10
592.15,45.55,1.0,0.0,1,13
2684.3,78.95,0.0,0.0,0,34
3365.7,86.3,1.0,0.0,1,39
6828.25,105.05,0.0,0.0,0,65
5095.0,101.9,0.0,0.0,0,50
296.25,19.75,1.0,0.0,0,15
7941.599999999999,110.3,0.0,1.0,0,72
8323.199999999999,115.6,0.0,1.0,0,72
1064.25,19.35,0.0,1.0,0,55
588.8000000000001,25.6,0.0,1.0,0,23
2571.2,80.35,1.0,0.0,1,32
3850.0,68.75,0.0,0.0,0,56
19.9,19.9,1.0,0.0,0,1
2682.7999999999997,70.6,0.0,0.0,0,38
772.2,70.2,1.0,0.0,0,11
49.3,49.3,1.0,0.0,0,1
6006.0,107.25,0.0,0.0,0,56
70.80000000000001,23.6,1.0,0.0,0,3
487.90000000000003,69.7,1.0,0.0,0,7
5870.5,99.5,0.0,1.0,0,59
450.09999999999997,64.3,1.0,0.0,0,7
5030.349999999999,70.85,0.0,1.0,0,71
1528.5,101.9,0.0,0.0,0,15
5218.5,73.5,0.0,1.0,0,71
3508.75,100.25,1.0,0.0,1,35
444.4,40.4,0.0,0.0,0,11
1155.0,19.25,0.0,1.0,0,60
2801.2000000000003,59.6,0.0,1.0,0,47
713.9000000000001,64.9,0.0,0.0,0,11
5616.8,100.3,0.0,0.0,1,56
3103.7999999999997,110.85,1.0,0.0,0,28
4944.05,81.05,0.0,1.0,0,61
3039.5499999999997,98.05,0.0,0.0,0,31
634.5,70.5,1.0,0.0,0,9
3309.25,94.55,1.0,0.0,0,35
39.3,19.65,1.0,0.0,0,2
228.0,19.0,1.0,0.0,1,12
75.3,75.3,1.0,0.0,1,1
356.8,89.2,1.0,0.0,1,4
19.0,19.0,1.0,0.0,0,1
60.0,20.0,1.0,0.0,0,3
85.7,85.7,1.0,0.0,1,1
3289.0,63.25,0.0,1.0,0,52
100.5,20.1,0.0,0.0,0,5
7138.8,99.15,0.0,1.0,0,72
6418.400000000001,90.4,0.0,1.0,0,71
8056.8,111.9,0.0,1.0,0,72
1145.3999999999999,24.9,0.0,0.0,0,46
5260.5,83.5,0.0,1.0,0,63
2529.0,84.3,1.0,0.0,0,30
45.6,45.6,1.0,0.0,0,1
739.8,61.65,1.0,0.0,1,12
877.6,54.85,0.0,1.0,0,16
262.2,65.55,1.0,0.0,0,4
4607.849999999999,90.35,0.0,0.0,0,51
1326.0,20.4,0.0,1.0,0,65
1192.8,74.55,1.0,0.0,0,16
39.9,19.95,0.0,0.0,0,2
4900.5,74.25,0.0,0.0,0,66
4997.900000000001,108.65,0.0,1.0,0,46
3505.6,109.55,0.0,0.0,0,32
6238.8,86.65,0.0,1.0,0,72
3078.0,81.0,0.0,1.0,0,38
2440.35,47.85,0.0,0.0,0,51
8247.6,114.55,0.0,1.0,0,72
6841.25,105.25,1.0,0.0,1,65
269.55,29.95,1.0,0.0,1,9
585.0,65.0,1.0,0.0,1,9
1356.3,20.55,0.0,1.0,0,66
4831.2,109.8,0.0,0.0,0,44
3475.0,69.5,0.0,1.0,0,50
732.75,48.85,1.0,0.0,0,15
202.0,25.25,1.0,0.0,0,8
6788.099999999999,102.85,0.0,0.0,0,66
4990.349999999999,87.55,1.0,0.0,0,57
549.85,78.55,1.0,0.0,0,7
345.5,34.55,1.0,0.0,0,10
5707.099999999999,92.05,0.0,0.0,0,62
3402.0,85.05,0.0,0.0,0,40
394.0,19.7,0.0,1.0,0,20
140.0,20.0,1.0,0.0,1,7
2378.75,95.15,1.0,0.0,0,25
1937.75,84.25,1.0,0.0,0,23
6903.599999999999,104.6,0.0,0.0,0,66
8038.8,111.65,0.0,1.0,0,72
4412.45,90.05,1.0,0.0,1,49
4762.25,110.75,1.0,0.0,1,43
2530.0,55.0,1.0,0.0,0,46
6469.2,89.85,0.0,1.0,0,72
203.5,20.35,0.0,0.0,0,10
2182.0,54.55,0.0,0.0,0,40
6857.5,105.5,1.0,0.0,1,65
3082.9500000000003,99.45,0.0,1.0,0,31
4821.200000000001,70.9,0.0,1.0,0,68
5854.8,104.55,0.0,0.0,1,56
852.5,85.25,1.0,0.0,1,10
1727.1999999999998,25.4,0.0,1.0,0,68
2414.45,56.15,1.0,0.0,1,43
89.55,89.55,1.0,0.0,1,1
4402.65,89.85,0.0,0.0,0,49
378.75,25.25,1.0,0.0,0,15
1891.0,94.55,1.0,0.0,1,20
45.7,45.7,1.0,0.0,1,1
3482.5000000000005,69.65,0.0,0.0,0,50
