total_charges,monthly_charges,contract_month_to_month,contract_two_year,churn,tenure
870.3000000000001,48.35,1.0,0.0,1,18
1193.4,99.45,1.0,0.0,1,12
7280.0,104.0,0.0,1.0,1,70
997.05,19.55,0.0,1.0,0,51
820.9499999999999,63.15,1.0,0.0,0,13
7444.8,103.4,0.0,1.0,1,72
241.6,60.4,1.0,0.0,1,4
7653.599999999999,106.3,0.0,1.0,0,72
3013.4,57.95,0.0,0.0,0,52
3161.4,95.8,0.0,0.0,1,33
694.85,53.45,1.0,0.0,0,13
1108.8,19.8,0.0,1.0,0,56
483.0,80.5,1.0,0.0,1,6
2537.6,48.8,1.0,0.0,0,52
4650.599999999999,101.1,0.0,0.0,0,46
3202.5,91.5,1.0,0.0,0,35
202.8,50.7,1.0,0.0,1,4
5185.0,103.7,1.0,0.0,1,50
1508.75,60.35,1.0,0.0,0,25
636.8,19.9,1.0,0.0,0,32
860.5,86.05,1.0,0.0,1,10
897.0,74.75,1.0,0.0,0,12
6209.3,100.15,1.0,0.0,1,62
1533.4,90.2,1.0,0.0,1,17
75.3,75.3,1.0,0.0,1,1
3385.8,89.1,0.0,0.0,0,38
70.3,70.3,1.0,0.0,1,1
603.0,50.25,1.0,0.0,1,12
19.7,19.7,1.0,0.0,0,1
418.0,83.6,1.0,0.0,1,5
567.5,56.75,1.0,0.0,0,10
73.65,73.65,1.0,0.0,1,1
3230.0,80.75,0.0,0.0,0,40
2731.8,94.2,1.0,0.0,0,29
1891.0,94.55,1.0,0.0,1,20
2462.5,98.5,1.0,0.0,1,25
1272.6,90.9,1.0,0.0,1,14
1600.0,100.0,1.0,0.0,1,16
4050.8,98.8,0.0,1.0,0,41
1060.5,25.25,0.0,1.0,0,42
4546.5,64.95,0.0,1.0,0,70
482.75,96.55,1.0,0.0,0,5
399.5,79.9,1.0,0.0,1,5
350.25,70.05,1.0,0.0,1,5
489.0,24.45,1.0,0.0,1,20
707.0,20.2,0.0,1.0,0,35
297.0,19.8,1.0,0.0,0,15
1409.0,70.45,1.0,0.0,1,20
3342.5,95.5,1.0,0.0,0,35
8143.2,113.1,0.0,1.0,0,72
350.0,70.0,0.0,0.0,1,5
1260.8,19.7,0.0,1.0,0,64
1032.4,35.6,0.0,0.0,0,29
3151.2000000000003,65.65,0.0,0.0,0,48
180.7,90.35,1.0,0.0,0,2
1310.4,100.8,1.0,0.0,1,13
1130.4,94.2,1.0,0.0,1,12
1182.75,20.75,0.0,1.0,0,57
280.7,40.1,1.0,0.0,1,7
5441.2,89.2,1.0,0.0,0,61
7396.8,107.2,0.0,0.0,0,69
78.95,78.95,1.0,0.0,1,1
510.9,19.65,0.0,1.0,0,26
534.05,48.55,1.0,0.0,1,11
80.55,80.55,1.0,0.0,1,1
2830.5,76.5,1.0,0.0,1,37
1696.9,23.9,0.0,1.0,0,71
5412.5,108.25,0.0,0.0,0,50
3542.4,49.2,0.0,1.0,0,72
69.4,69.4,1.0,0.0,1,1
39.9,19.95,0.0,0.0,0,2
4987.8,97.8,1.0,0.0,1,51
315.4,78.85,1.0,0.0,1,4
3372.55,91.15,1.0,0.0,0,37
2370.0,98.75,1.0,0.0,1,24
1952.5,88.75,1.0,0.0,0,22
2563.5,85.45,1.0,0.0,0,30
371.75,74.35,1.0,0.0,1,5
434.0,54.25,0.0,0.0,0,8
25.8,25.8,1.0,0.0,1,1
807.0,67.25,1.0,0.0,0,12
2173.2,90.55,1.0,0.0,1,24
1241.1,19.7,0.0,1.0,0,63
398.8,49.85,1.0,0.0,1,8
29.95,29.95,1.0,0.0,1,1
1065.4,76.1,0.0,1.0,0,14
8424.15,118.65,0.0,1.0,0,71
867.3,20.65,0.0,0.0,0,42
3122.0,44.6,0.0,1.0,0,70
2282.75,99.25,1.0,0.0,1,23
50.35,50.35,1.0,0.0,1,1
665.0,95.0,1.0,0.0,1,7
774.8000000000001,29.8,1.0,0.0,0,26
4990.349999999999,87.55,1.0,0.0,0,57
3545.1000000000004,65.65,0.0,1.0,0,54
19.9,19.9,1.0,0.0,1,1
88.8,88.8,1.0,0.0,1,1
768.15,85.35,1.0,0.0,1,9
982.45,20.05,0.0,0.0,0,49
673.65,74.85,1.0,0.0,0,9
3144.75,89.85,1.0,0.0,0,35
275.54999999999995,91.85,1.0,0.0,1,3
20.15,20.15,1.0,0.0,1,1
6534.4,102.1,0.0,0.0,0,64
4483.799999999999,84.6,0.0,0.0,0,53
6155.7,86.7,0.0,0.0,0,71
141.3,70.65,1.0,0.0,1,2
1760.5,25.15,0.0,1.0,0,70
1232.0,61.6,1.0,0.0,1,20
7156.8,99.4,0.0,1.0,0,72
257.6,64.4,1.0,0.0,0,4
135.5,67.75,1.0,0.0,1,2
3001.5,100.05,1.0,0.0,1,30
1318.8000000000002,54.95,1.0,0.0,0,24
1718.1,95.45,1.0,0.0,1,18
70.85,70.85,1.0,0.0,1,1
645.2,80.65,1.0,0.0,1,8
246.9,82.3,1.0,0.0,0,3
5507.65,93.35,1.0,0.0,0,59
98.8,49.4,1.0,0.0,1,2
812.7,19.35,0.0,1.0,0,42
2470.0,95.0,1.0,0.0,1,26
1920.8,39.2,1.0,0.0,0,49
1290.3,39.1,0.0,0.0,0,33
89.1,89.1,1.0,0.0,1,1
522.5500000000001,74.65,1.0,0.0,1,7
20.95,20.95,1.0,0.0,1,1
255.0,51.0,1.0,0.0,1,5
226.0,56.5,1.0,0.0,1,4
1010.1,38.85,1.0,0.0,0,26
3098.4500000000003,99.95,1.0,0.0,1,31
19.9,19.9,1.0,0.0,0,1
199.5,19.95,1.0,0.0,0,10
969.75,64.65,1.0,0.0,1,15
48.7,24.35,1.0,0.0,1,2
361.2,45.15,1.0,0.0,1,8
5350.8,109.2,0.0,0.0,0,49
4036.2,65.1,0.0,1.0,0,62
1497.6,20.8,0.0,1.0,0,72
160.5,80.25,1.0,0.0,1,2
50.8,50.8,1.0,0.0,1,1
485.44999999999993,69.35,1.0,0.0,1,7
95.65,95.65,1.0,0.0,1,1
1061.1,19.65,0.0,1.0,0,54
40.7,20.35,1.0,0.0,0,2
1044.0,104.4,1.0,0.0,1,10
589.5,98.25,1.0,0.0,1,6
6656.400000000001,92.45,0.0,1.0,1,72
90.5,45.25,1.0,0.0,1,2
182.8,91.4,1.0,0.0,1,2
1134.75,75.65,1.0,0.0,1,15
50.55,50.55,1.0,0.0,1,1
752.0,94.0,1.0,0.0,1,8
1590.3,88.35,1.0,0.0,1,18
4140.5,84.5,1.0,0.0,0,49
2523.5,72.1,0.0,0.0,0,35
4020.05,98.05,1.0,0.0,0,41
924.0,19.25,0.0,1.0,0,48
3203.8500000000004,60.45,0.0,0.0,1,53
2967.0,49.45,0.0,1.0,0,60
269.54999999999995,89.85,1.0,0.0,0,3
4063.5,94.5,1.0,0.0,0,43
291.0,72.75,1.0,0.0,0,4
2422.05,36.15,0.0,1.0,0,67
5724.6,98.7,1.0,0.0,1,58
974.1,19.1,0.0,0.0,0,51
2715.6,87.6,1.0,0.0,0,31
762.8499999999999,69.35,1.0,0.0,0,11
313.6,19.6,1.0,0.0,0,16
4053.3,68.7,0.0,0.0,0,59
1192.4,54.2,1.0,0.0,1,22
3394.0,84.85,1.0,0.0,1,40
607.6,86.8,1.0,0.0,1,7
2896.8,60.35,0.0,0.0,1,48
2896.8,60.35,0.0,0.0,1,48
1538.1,85.45,1.0,0.0,1,18
813.85,19.85,0.0,1.0,0,41
506.1,84.35,1.0,0.0,1,6
495.75,99.15,1.0,0.0,1,5
1716.0,85.8,1.0,0.0,1,20
1111.5,19.5,0.0,1.0,0,57
2392.5,95.7,1.0,0.0,0,25
1296.0,81.0,1.0,0.0,1,16
25.1,25.1,1.0,0.0,1,1
3782.0,94.55,1.0,0.0,1,40
74.6,74.6,1.0,0.0,1,1
651.2,20.35,0.0,0.0,0,32
7172.75,110.35,0.0,1.0,0,65
2522.8,90.1,0.0,0.0,1,28
5652.2,95.8,0.0,1.0,0,59
6379.05,92.45,0.0,1.0,0,69
2518.6,89.95,1.0,0.0,1,28
2298.85,99.95,0.0,0.0,0,23
7062.25,108.65,0.0,1.0,1,65
3878.6,88.15,1.0,0.0,0,44
6023.7,87.3,0.0,0.0,0,69
313.25,44.75,1.0,0.0,0,7
4928.8,80.8,0.0,1.0,0,61
528.15,75.45,1.0,0.0,1,7
7191.0,105.75,0.0,0.0,0,68
124.05,41.35,1.0,0.0,0,3
6766.5,104.1,0.0,1.0,0,65
310.7,23.9,1.0,0.0,1,13
2261.25,50.25,1.0,0.0,0,45
4685.900000000001,99.7,1.0,0.0,0,47
2288.1000000000004,78.9,1.0,0.0,1,29
1124.7,24.45,0.0,0.0,0,46
4831.2,109.8,0.0,0.0,0,44
2589.7000000000003,68.15,1.0,0.0,0,38
5072.400000000001,70.45,0.0,1.0,0,72
570.4,24.8,0.0,0.0,0,23
6828.25,105.05,1.0,0.0,0,65
6974.7,104.1,0.0,0.0,1,67
1042.75,24.25,0.0,1.0,0,43
7246.8,100.65,0.0,1.0,0,72
85.45,85.45,1.0,0.0,1,1
897.3000000000001,49.85,1.0,0.0,0,18
3001.5,100.05,1.0,0.0,1,30
3505.6,109.55,0.0,0.0,0,32
97.25,19.45,1.0,0.0,0,5
489.30000000000007,69.9,1.0,0.0,0,7
2843.4,67.7,0.0,0.0,0,42
4752.5,95.05,1.0,0.0,1,50
5460.0,105.0,0.0,0.0,1,52
1116.0,74.4,1.0,0.0,1,15
7552.8,104.9,0.0,1.0,0,72
279.3,19.95,1.0,0.0,0,14
44.1,44.1,1.0,0.0,1,1
1899.05,99.95,1.0,0.0,1,19
20.75,20.75,1.0,0.0,0,1
7075.150000000001,99.65,1.0,0.0,0,71
6084.0,84.5,0.0,1.0,0,72
70.15,70.15,1.0,0.0,1,1
927.9,103.1,1.0,0.0,0,9
2499.6000000000004,104.15,1.0,0.0,0,24
7498.8,104.15,0.0,1.0,1,72
2627.4,45.3,1.0,0.0,1,58
3736.0,93.4,1.0,0.0,0,40
668.25,74.25,1.0,0.0,1,9
1297.8000000000002,20.6,0.0,1.0,0,63
1191.0,79.4,1.0,0.0,1,15
490.95,54.55,1.0,0.0,1,9
1150.5,19.5,0.0,1.0,0,59
223.5,74.5,1.0,0.0,0,3
1517.4,84.3,1.0,0.0,0,18
1473.0,73.65,1.0,0.0,1,20
353.7,19.65,1.0,0.0,0,18
2923.2,91.35,1.0,0.0,0,32
3420.9,63.35,0.0,1.0,0,54
4557.150000000001,111.15,0.0,1.0,0,41
8269.199999999999,114.85,0.0,1.0,0,72
6340.95,103.95,0.0,0.0,0,61
531.9,19.7,0.0,1.0,0,27
2216.5,100.75,1.0,0.0,1,22
4743.0,79.05,1.0,0.0,0,60
70.6,70.6,1.0,0.0,1,1
6478.75,91.25,0.0,1.0,0,71
2156.4,89.85,1.0,0.0,1,24
1764.35,24.85,0.0,1.0,0,71
3572.35,96.55,1.0,0.0,1,37
5080.049999999999,95.85,0.0,0.0,0,53
1095.6,49.8,1.0,0.0,0,22
3923.75,91.25,0.0,0.0,0,43
3054.9,89.85,1.0,0.0,0,34
2173.2,90.55,1.0,0.0,1,24
451.95,19.65,0.0,0.0,0,23
1356.1,19.1,0.0,1.0,0,71
1742.4,79.2,1.0,0.0,1,22
7969.6,117.2,0.0,0.0,0,68
4009.1,85.3,0.0,1.0,0,47
81.6,20.4,0.0,0.0,0,4
4783.8,93.8,1.0,0.0,1,51
525.6999999999999,75.1,1.0,0.0,1,7
265.04999999999995,88.35,1.0,0.0,1,3
228.0,19.0,1.0,0.0,1,12
273.15,91.05,1.0,0.0,1,3
6556.8,102.45,0.0,0.0,0,64
161.1,80.55,1.0,0.0,1,2
123.9,20.65,1.0,0.0,0,6
4084.5,58.35,0.0,1.0,0,70
6298.25,106.75,1.0,0.0,1,59
4000.5,95.25,1.0,0.0,1,42
2242.5,89.7,1.0,0.0,1,25
99.9,49.95,1.0,0.0,0,2
3674.250000000001,81.65,0.0,1.0,0,45
5235.900000000001,84.45,0.0,0.0,0,62
5994.200000000001,88.15,0.0,1.0,0,68
1331.7,19.3,0.0,1.0,0,69
1265.25,84.35,1.0,0.0,0,15
1457.3,56.05,0.0,0.0,0,26
1561.3,60.05,1.0,0.0,1,26
74.7,74.7,1.0,0.0,1,1
1774.8,24.65,0.0,1.0,0,72
967.2,74.4,1.0,0.0,1,13
2433.6,93.6,1.0,0.0,0,26
151.5,50.5,1.0,0.0,0,3
1013.4,84.45,1.0,0.0,1,12
1400.7,20.3,0.0,1.0,0,69
637.5,21.25,0.0,1.0,0,30
3648.0,60.8,0.0,1.0,0,60
255.9,85.3,1.0,0.0,1,3
5999.4,111.1,1.0,0.0,1,54
1561.6,24.4,0.0,0.0,0,64
315.2,19.7,1.0,0.0,1,16
1451.7,80.65,1.0,0.0,1,18
2323.2000000000003,70.4,1.0,0.0,0,33
606.0500000000001,19.55,1.0,0.0,1,31
2323.6,62.8,0.0,1.0,0,37
714.15,79.35,1.0,0.0,1,9
3090.6,85.85,0.0,0.0,0,36
749.6999999999999,83.3,1.0,0.0,1,9
237.3,79.1,1.0,0.0,1,3
90.85,90.85,1.0,0.0,1,1
3013.5,100.45,1.0,0.0,0,30
987.0,98.7,1.0,0.0,1,10
5514.65,104.05,0.0,1.0,0,53
