total_charges,contract_month_to_month,contract_two_year,monthly_charges,device_protection,tenure
55.2,1.0,0.0,55.2,0,1
775.0,1.0,0.0,25.0,0,31
48.6,1.0,0.0,24.3,0,2
4460.4,0.0,0.0,70.8,0,63
1576.0,1.0,0.0,78.8,0,20
5914.3,0.0,1.0,83.3,1,71
4035.9,0.0,1.0,61.15,1,66
361.2,1.0,0.0,45.15,0,8
192.0,1.0,0.0,96.0,0,2
105.3,1.0,0.0,35.1,0,3
951.75,0.0,1.0,20.25,0,47
98.5,1.0,0.0,49.25,1,2
74.0,1.0,0.0,74.0,0,1
141.75,0.0,0.0,20.25,0,7
7245.0,0.0,1.0,105.0,1,69
526.5,1.0,0.0,105.3,1,5
1391.6,0.0,1.0,19.6,0,71
74.3,1.0,0.0,74.3,0,1
1255.1,1.0,0.0,89.65,0,14
561.1500000000001,1.0,0.0,19.35,0,29
4580.8,0.0,1.0,81.8,1,56
574.5,1.0,0.0,95.75,1,6
40.2,1.0,0.0,40.2,0,1
4183.7,0.0,0.0,90.95,1,46
2164.0,1.0,0.0,108.2,1,20
1716.0,1.0,0.0,85.8,0,20
2821.25,1.0,0.0,76.25,0,37
472.8,0.0,1.0,19.7,0,24
2744.8500000000004,1.0,0.0,94.65,0,29
2192.4,1.0,0.0,104.4,1,21
1962.7,1.0,0.0,103.3,1,19
4352.4,0.0,1.0,80.6,1,54
38.6,0.0,0.0,19.3,0,2
2816.1,1.0,0.0,104.3,0,27
2794.5,0.0,1.0,60.75,1,46
353.7,1.0,0.0,19.65,0,18
1032.2,0.0,1.0,19.85,0,52
2414.45,1.0,0.0,56.15,0,43
59.85,1.0,0.0,19.95,0,3
179.2,1.0,0.0,44.8,0,4
501.3,1.0,0.0,83.55,0,6
3528.0,1.0,0.0,100.8,1,35
4100.4,0.0,1.0,60.3,1,68
481.25,1.0,0.0,96.25,0,5
133.8,1.0,0.0,44.6,0,3
291.0,1.0,0.0,72.75,0,4
101.2,0.0,1.0,25.3,0,4
159.4,1.0,0.0,79.7,1,2
4404.0,1.0,0.0,110.1,0,40
951.0,1.0,0.0,95.1,0,10
1932.0,1.0,0.0,80.5,0,24
7732.8,0.0,1.0,107.4,1,72
2383.2,1.0,0.0,99.3,1,24
6235.2,0.0,1.0,86.6,1,72
52.2,1.0,0.0,52.2,0,1
1590.3,1.0,0.0,88.35,0,18
160.2,1.0,0.0,40.05,0,4
3270.6,1.0,0.0,90.85,0,36
827.75,1.0,0.0,75.25,0,11
69.55,1.0,0.0,69.55,0,1
3355.8,1.0,0.0,79.9,1,42
1365.6,1.0,0.0,85.35,0,16
5717.5,0.0,0.0,114.35,1,50
24.6,1.0,0.0,24.6,0,1
758.1,0.0,1.0,19.95,0,38
1916.4,1.0,0.0,79.85,0,24
1850.7,1.0,0.0,59.7,0,31
155.6,1.0,0.0,19.45,0,8
4624.65,0.0,0.0,107.55,1,43
4009.95,0.0,1.0,70.35,0,57
271.05,0.0,1.0,20.85,0,13
3584.0,0.0,0.0,89.6,0,40
451.95,0.0,0.0,19.65,0,23
6019.2,0.0,1.0,83.6,1,72
4633.75,0.0,0.0,84.25,1,55
5349.6,1.0,0.0,111.45,1,48
74.95,1.0,0.0,74.95,0,1
3504.6,1.0,0.0,97.35,1,36
762.8499999999999,1.0,0.0,69.35,1,11
84.6,1.0,0.0,84.6,0,1
5215.200000000001,1.0,0.0,98.4,0,53
3573.5,0.0,0.0,51.05,1,70
1148.4,0.0,0.0,95.7,1,12
2083.4,1.0,0.0,94.7,1,22
3797.75,0.0,1.0,69.05,0,55
1804.6,1.0,0.0,64.45,1,28
1151.3000000000002,0.0,1.0,19.85,0,58
374.3,0.0,0.0,19.7,0,19
1807.85,1.0,0.0,95.15,0,19
2245.9500000000003,1.0,0.0,72.45,1,31
1162.2,1.0,0.0,89.4,1,13
20.2,1.0,0.0,20.2,0,1
70.65,1.0,0.0,70.65,0,1
1323.9,1.0,0.0,73.55,0,18
259.35,0.0,0.0,19.95,0,13
40.6,0.0,0.0,20.3,0,2
4546.5,0.0,1.0,64.95,1,70
851.4000000000001,0.0,1.0,19.35,0,44
83.4,1.0,0.0,20.85,0,4
4949.75,0.0,1.0,76.15,1,65
7075.150000000001,0.0,0.0,99.65,0,71
3446.4,0.0,0.0,53.85,0,64
2585.8,1.0,0.0,92.35,0,28
1542.4,1.0,0.0,96.4,0,16
7994.0,0.0,1.0,114.2,1,70
3178.5,1.0,0.0,81.5,1,39
855.0,1.0,0.0,45.0,0,19
6297.0,1.0,0.0,104.95,1,60
4607.849999999999,0.0,0.0,90.35,0,51
6188.0,0.0,0.0,110.5,1,56
6930.0,1.0,0.0,105.0,1,66
3219.0,0.0,1.0,55.5,1,58
4077.9,0.0,0.0,59.1,1,69
1516.05,1.0,0.0,56.15,0,27
48.6,1.0,0.0,48.6,0,1
120.0,1.0,0.0,20.0,0,6
175.35,1.0,0.0,25.05,0,7
557.6,1.0,0.0,69.7,0,8
1042.5,1.0,0.0,69.5,1,15
183.6,1.0,0.0,20.4,0,9
807.0,1.0,0.0,67.25,0,12
1776.25,1.0,0.0,71.05,0,25
2269.4,1.0,0.0,81.05,0,28
4931.85,0.0,1.0,100.65,1,49
2556.4500000000003,1.0,0.0,44.85,0,57
226.05,0.0,0.0,20.55,0,11
3524.25,1.0,0.0,95.25,0,37
4052.0,1.0,0.0,101.3,0,40
2440.8,0.0,1.0,45.2,0,54
1020.6,1.0,0.0,85.05,0,12
221.2,1.0,0.0,55.3,0,4
6807.900000000001,0.0,0.0,103.15,1,66
4165.0,0.0,1.0,59.5,1,70
74.9,1.0,0.0,74.9,1,1
5988.5,0.0,0.0,103.25,1,58
4044.35,1.0,0.0,86.05,0,47
315.4,1.0,0.0,78.85,0,4
3380.1,0.0,0.0,59.3,1,57
1410.0,1.0,0.0,94.0,1,15
2149.2,1.0,0.0,89.55,0,24
387.0,0.0,0.0,19.35,0,20
5996.3,0.0,0.0,98.3,1,61
799.2,1.0,0.0,49.95,0,16
7034.400000000001,0.0,1.0,97.7,0,72
555.8000000000001,0.0,1.0,39.7,1,14
92.1,1.0,0.0,46.05,0,2
5875.2,1.0,0.0,91.8,1,64
594.0,0.0,0.0,19.8,0,30
5724.8,0.0,0.0,89.45,1,64
6807.599999999999,0.0,1.0,111.6,1,61
4207.5,0.0,0.0,84.15,1,50
4460.3,0.0,0.0,94.9,1,47
3054.9,0.0,0.0,59.9,0,51
3374.4,1.0,0.0,91.2,1,37
6208.0,0.0,0.0,97.0,1,64
3612.0,1.0,0.0,60.2,1,60
20.05,1.0,0.0,20.05,0,1
1147.3,0.0,1.0,81.95,1,14
76.0,1.0,0.0,76.0,0,1
1500.25,1.0,0.0,88.25,1,17
6583.5,0.0,0.0,104.5,1,63
1890.0,0.0,1.0,26.25,0,72
2915.95,0.0,0.0,100.55,1,29
1107.0,0.0,0.0,61.5,0,18
2665.7000000000003,0.0,0.0,70.15,1,38
501.8,0.0,0.0,19.3,0,26
7336.0,0.0,0.0,104.8,1,70
555.1,1.0,0.0,79.3,0,7
458.7000000000001,0.0,0.0,20.85,0,22
1368.75,0.0,0.0,54.75,0,25
1290.3,0.0,0.0,39.1,0,33
2579.85,1.0,0.0,95.55,1,27
1123.5,1.0,0.0,74.9,0,15
1018.85,0.0,0.0,24.85,0,41
3610.0,0.0,0.0,95.0,1,38
3924.8,1.0,0.0,89.2,1,44
1303.5,0.0,1.0,19.75,0,66
396.15,0.0,1.0,20.85,0,19
1533.4,1.0,0.0,90.2,1,17
524.3000000000001,1.0,0.0,74.9,1,7
1505.7,0.0,0.0,71.7,1,21
5740.099999999999,0.0,1.0,94.1,0,61
202.8,1.0,0.0,50.7,0,4
4361.6,0.0,0.0,75.2,0,58
1174.95,0.0,0.0,55.95,1,21
1197.0,0.0,1.0,19.95,0,60
1105.1,0.0,1.0,25.7,0,43
3069.0,1.0,0.0,85.25,0,36
3135.0,1.0,0.0,55.0,1,57
1318.8000000000002,1.0,0.0,54.95,0,24
7157.0,0.0,1.0,105.25,1,68
6814.8,1.0,0.0,94.65,1,72
355.95,0.0,0.0,39.55,1,9
5247.0,0.0,1.0,79.5,1,66
588.0,1.0,0.0,73.5,0,8
5152.5,0.0,0.0,103.05,1,50
757.5,1.0,0.0,75.75,0,10
1641.6,1.0,0.0,30.4,0,54
79.65,1.0,0.0,79.65,0,1
7707.05,0.0,1.0,108.55,1,71
404.6,1.0,0.0,101.15,1,4
1803.45,1.0,0.0,54.65,0,33
866.5,1.0,0.0,86.65,0,10
3542.4,0.0,1.0,49.2,1,72
20.85,1.0,0.0,20.85,0,1
1715.2,0.0,1.0,25.6,0,67
1760.0,1.0,0.0,80.0,0,22
5998.5,0.0,0.0,96.75,1,62
879.9,1.0,0.0,41.9,0,21
7599.0,0.0,1.0,111.75,1,68
686.35,1.0,0.0,98.05,1,7
4628.4,1.0,0.0,79.8,0,58
1926.25,1.0,0.0,83.75,0,23
1700.45,0.0,1.0,23.95,0,71
3534.2000000000003,0.0,0.0,86.2,1,41
0.0,0.0,1.0,56.05,1,0
3791.15,0.0,1.0,62.15,1,61
4583.900000000001,0.0,1.0,99.65,1,46
124.2,1.0,0.0,20.7,0,6
659.75,1.0,0.0,94.25,0,7
1547.7,1.0,0.0,73.7,0,21
1235.65,1.0,0.0,95.05,0,13
1832.6,1.0,0.0,83.3,0,22
1795.3,1.0,0.0,69.05,0,26
169.6,1.0,0.0,42.4,0,4
1228.5,0.0,1.0,19.5,0,63
399.5,1.0,0.0,79.9,1,5
118.2,1.0,0.0,19.7,0,6
5194.75,1.0,0.0,94.45,1,55
3896.4,0.0,0.0,76.4,0,51
3850.0,0.0,0.0,68.75,1,56
361.8,0.0,0.0,20.1,0,18
7603.2,0.0,1.0,105.6,1,72
942.4,1.0,0.0,49.6,1,19
2127.4,1.0,0.0,96.7,0,22
1453.45,0.0,0.0,35.45,0,41
97.25,1.0,0.0,19.45,0,5
4235.099999999999,0.0,1.0,74.3,1,57
2942.05,1.0,0.0,101.45,1,29
3095.4,0.0,0.0,93.8,1,33
7045.2,0.0,1.0,97.85,1,72
2748.15,1.0,0.0,88.65,1,31
5431.400000000001,0.0,0.0,104.45,1,52
701.75,0.0,0.0,20.05,0,35
138.95000000000002,0.0,1.0,19.85,0,7
1203.4,1.0,0.0,54.7,1,22
449.4,1.0,0.0,74.9,0,6
2262.0,0.0,1.0,37.7,0,60
486.0,0.0,0.0,20.25,0,24
2280.05,1.0,0.0,73.55,0,31
2229.5,1.0,0.0,85.75,0,26
69.9,1.0,0.0,69.9,0,1
784.0,0.0,1.0,19.6,0,40
200.5,1.0,0.0,20.05,0,10
1344.0,0.0,1.0,19.2,0,70
165.45,1.0,0.0,55.15,0,3
3910.0,1.0,0.0,85.0,0,46
6498.85,0.0,0.0,110.15,1,59
3391.2000000000003,1.0,0.0,70.65,0,48
1141.65,0.0,1.0,19.35,0,59
887.4000000000001,1.0,0.0,30.6,0,29
157.2,1.0,0.0,19.65,0,8
177.75,0.0,1.0,19.75,0,9
465.6,0.0,0.0,58.2,0,8
2518.6,1.0,0.0,89.95,0,28
1520.0,0.0,0.0,76.0,0,20
5866.0,0.0,0.0,104.75,1,56
1991.85,1.0,0.0,40.65,0,49
444.5,1.0,0.0,88.9,1,5
1620.0,1.0,0.0,90.0,0,18
6418.400000000001,0.0,1.0,90.4,1,71
1780.0,1.0,0.0,89.0,0,20
1694.0,0.0,0.0,42.35,1,40
1090.8,1.0,0.0,60.6,1,18
771.4,0.0,0.0,20.3,0,38
7075.2,0.0,0.0,105.6,0,67
940.95,1.0,0.0,55.35,0,17
35.25,1.0,0.0,35.25,0,1
1703.4,0.0,1.0,25.05,0,68
2910.25,1.0,0.0,83.15,0,35
227.4,1.0,0.0,75.8,0,3
722.0,1.0,0.0,90.25,0,8
2056.1000000000004,0.0,0.0,70.9,1,29
69.4,1.0,0.0,34.7,0,2
3911.4,1.0,0.0,73.8,0,53
25.3,1.0,0.0,25.3,0,1
526.0500000000001,1.0,0.0,75.15,1,7
80.2,1.0,0.0,20.05,0,4
2204.0,1.0,0.0,76.0,0,29
225.3,1.0,0.0,75.1,0,3
25.8,1.0,0.0,25.8,0,1
247.1,0.0,0.0,35.3,1,7
5785.0,0.0,0.0,111.25,0,52
6620.400000000001,0.0,1.0,91.95,1,72
5321.25,1.0,0.0,96.75,0,55
19.65,1.0,0.0,19.65,0,1
117.3,0.0,1.0,19.55,0,6
585.8,0.0,1.0,20.2,0,29
2022.3,0.0,1.0,48.15,1,42
1210.5,0.0,0.0,40.35,0,30
50.9,1.0,0.0,50.9,1,1
6195.599999999999,0.0,1.0,86.05,0,72
202.8,1.0,0.0,50.7,0,4
24.7,1.0,0.0,24.7,0,1
68.65,1.0,0.0,68.65,0,1
74.25,1.0,0.0,74.25,0,1
4984.8,1.0,0.0,80.4,1,62
1518.75,1.0,0.0,101.25,1,15
19.2,1.0,0.0,19.2,0,1
1363.4,0.0,1.0,20.05,0,68
527.4499999999999,1.0,0.0,75.35,0,7
6339.599999999999,0.0,1.0,88.05,1,72
6238.8,0.0,1.0,86.65,1,72
2823.0,1.0,0.0,94.1,0,30
84.5,1.0,0.0,84.5,0,1
1604.85,0.0,0.0,41.15,0,39
5722.599999999999,0.0,0.0,92.3,0,62
5774.35,0.0,0.0,108.95,1,53
6867.3,0.0,0.0,104.05,0,66
5236.25,1.0,0.0,88.75,1,59
1435.5,1.0,0.0,95.7,0,15
859.5,1.0,0.0,95.5,0,9
964.8,0.0,0.0,30.15,0,32
1099.9,1.0,0.0,64.7,0,17
3038.75,0.0,1.0,55.25,1,55
436.05,1.0,0.0,25.65,0,17
6023.7,0.0,0.0,87.3,0,69
4923.599999999999,0.0,1.0,74.6,1,66
1191.2,1.0,0.0,74.45,0,16
5610.5,0.0,1.0,80.15,1,70
967.5,0.0,0.0,19.35,0,50
60.0,1.0,0.0,20.0,0,3
1117.75,1.0,0.0,65.75,0,17
1936.0,1.0,0.0,96.8,0,20
1398.7,0.0,1.0,19.7,0,71
3573.4,1.0,0.0,105.1,1,34
1079.3,0.0,1.0,25.1,0,43
5095.0,0.0,0.0,101.9,1,50
4165.599999999999,0.0,0.0,101.6,1,41
4311.9,1.0,0.0,79.85,0,54
1244.8,0.0,1.0,19.45,0,64
1684.85,1.0,0.0,54.35,1,31
863.5,1.0,0.0,78.5,0,11
342.6,1.0,0.0,85.65,0,4
1116.15,0.0,1.0,53.15,1,21
850.5,0.0,1.0,24.3,0,35
5756.5,0.0,0.0,99.25,0,58
401.0,0.0,1.0,20.05,0,20
1500.0,0.0,1.0,25.0,0,60
830.25,0.0,0.0,20.25,0,41
766.5,1.0,0.0,51.1,0,15
44.3,1.0,0.0,44.3,0,1
6567.0,1.0,0.0,99.5,1,66
69.25,1.0,0.0,69.25,0,1
89.0,1.0,0.0,44.5,0,2
2692.8,1.0,0.0,84.15,0,32
5648.400000000001,0.0,1.0,78.45,1,72
5958.2,0.0,0.0,96.1,0,62
715.9499999999999,1.0,0.0,79.55,0,9
344.2,1.0,0.0,86.05,1,4
2461.5,1.0,0.0,82.05,1,30
4180.0,1.0,0.0,104.5,1,40
664.9499999999999,0.0,0.0,20.15,0,33
5040.0,0.0,0.0,80.0,1,63
1267.2,0.0,0.0,19.8,0,64
482.75,1.0,0.0,96.55,1,5
140.0,1.0,0.0,20.0,0,7
798.5,1.0,0.0,79.85,1,10
6334.65,1.0,0.0,100.55,1,63
788.0,0.0,1.0,39.4,1,20
3195.8,0.0,0.0,84.1,1,38
7134.599999999999,0.0,0.0,108.1,1,66
1184.3,1.0,0.0,91.1,0,13
1591.1999999999998,1.0,0.0,66.3,1,24
2402.35,1.0,0.0,104.45,1,23
2923.2,1.0,0.0,91.35,1,32
3067.65,0.0,0.0,60.15,1,51
764.0,0.0,1.0,19.1,0,40
1299.1,1.0,0.0,59.05,0,22
70.45,1.0,0.0,70.45,0,1
536.0999999999999,1.0,0.0,89.35,0,6
19.65,1.0,0.0,19.65,0,1
82.0,0.0,0.0,20.5,0,4
6354.0,1.0,0.0,105.9,1,60
4676.400000000001,0.0,1.0,64.95,1,72
2526.3,0.0,0.0,60.15,0,42
124.3,1.0,0.0,62.15,0,2
4157.25,0.0,1.0,60.25,1,69
172.0,1.0,0.0,86.0,0,2
36.45,1.0,0.0,36.45,0,1
2058.4,1.0,0.0,66.4,1,31
328.0,0.0,1.0,20.5,0,16
294.0,1.0,0.0,19.6,0,15
188.4,1.0,0.0,94.2,0,2
1573.35,1.0,0.0,92.55,0,17
567.0,1.0,0.0,94.5,1,6
3647.8,1.0,0.0,59.8,0,61
19.15,1.0,0.0,19.15,0,1
1666.3,0.0,0.0,87.7,0,19
2378.2,0.0,1.0,54.05,1,44
7836.5,0.0,1.0,111.95,1,70
1590.75,0.0,1.0,25.25,0,63
2557.8,0.0,0.0,44.1,0,58
3927.3,0.0,0.0,74.1,1,53
2613.7,1.0,0.0,44.3,0,59
7179.45,0.0,0.0,104.05,1,69
1277.9,1.0,0.0,49.15,0,26
1315.6,0.0,0.0,57.2,0,23
2291.1,1.0,0.0,54.55,1,42
50.55,1.0,0.0,50.55,0,1
287.70000000000005,1.0,0.0,47.95,1,6
1206.4,0.0,1.0,20.8,0,58
304.65,1.0,0.0,101.55,1,3
813.85,0.0,1.0,19.85,0,41
3540.9,0.0,0.0,61.05,0,58
4783.8,1.0,0.0,93.8,1,51
7113.6,1.0,0.0,111.15,1,64
486.4,0.0,1.0,25.6,0,19
4743.0,1.0,0.0,79.05,0,60
7890.15,0.0,1.0,114.35,1,69
242.1,1.0,0.0,80.7,0,3
665.0,1.0,0.0,95.0,0,7
1390.8,1.0,0.0,73.2,0,19
77.15,1.0,0.0,77.15,0,1
1466.3,0.0,1.0,23.65,0,62
49.95,1.0,0.0,49.95,0,1
73.55,1.0,0.0,73.55,0,1
1667.4,1.0,0.0,59.55,1,28
6379.05,0.0,1.0,92.45,0,69
2389.5,1.0,0.0,79.65,1,30
1572.0,1.0,0.0,39.3,0,40
19.85,1.0,0.0,19.85,0,1
4538.25,1.0,0.0,100.85,0,45
1730.3000000000002,0.0,0.0,78.65,1,22
942.35,0.0,1.0,20.05,0,47
40.0,1.0,0.0,20.0,0,2
456.3,1.0,0.0,35.1,0,13
378.0,1.0,0.0,18.9,0,20
924.0,0.0,1.0,19.25,0,48
6760.3,0.0,0.0,100.9,0,67
6954.5,0.0,1.0,99.35,1,70
6336.0,0.0,1.0,99.0,1,64
3320.1000000000004,1.0,0.0,97.65,0,34
6548.400000000001,0.0,1.0,90.95,1,72
1598.5,1.0,0.0,69.5,0,23
1335.0,1.0,0.0,89.0,0,15
2229.7,1.0,0.0,101.35,0,22
2878.2000000000003,0.0,0.0,70.2,1,41
5606.6,0.0,1.0,82.45,1,68
7455.0,0.0,0.0,106.5,1,70
6166.349999999999,0.0,1.0,86.85,1,71
6066.95,0.0,1.0,85.45,1,71
44.45,1.0,0.0,44.45,0,1
55.0,1.0,0.0,55.0,0,1
62.55,1.0,0.0,20.85,0,3
3736.0,1.0,0.0,93.4,1,40
151.8,1.0,0.0,50.6,0,3
1748.7,0.0,1.0,26.1,0,67
1357.2,1.0,0.0,75.4,0,18
401.0,1.0,0.0,20.05,0,20
222.75,1.0,0.0,74.25,0,3
8243.1,0.0,1.0,116.1,1,71
850.0,1.0,0.0,34.0,0,25
2910.4,1.0,0.0,90.95,0,32
929.2,0.0,1.0,20.2,0,46
1315.8000000000002,0.0,1.0,19.35,0,68
3823.2,0.0,1.0,79.65,0,48
140.8,1.0,0.0,70.4,0,2
5216.400000000001,0.0,0.0,93.15,1,56
393.75,1.0,0.0,78.75,0,5
224.85,1.0,0.0,74.95,0,3
5942.4,0.0,0.0,92.85,1,64
4253.5,0.0,1.0,90.5,1,47
4236.75,0.0,1.0,67.25,0,63
523.8,1.0,0.0,19.4,0,27
3315.85,1.0,0.0,70.55,0,47
1442.55,0.0,1.0,24.45,0,59
75.4,1.0,0.0,18.85,0,4
8272.800000000001,0.0,1.0,114.9,1,72
716.9499999999999,0.0,0.0,55.15,0,13
7157.7,0.0,0.0,108.45,1,66
867.3,0.0,0.0,20.65,0,42
199.5,1.0,0.0,19.95,0,10
1116.75,1.0,0.0,74.45,0,15
4284.0,0.0,1.0,95.2,0,45
3544.8,0.0,0.0,73.85,1,48
25.25,1.0,0.0,25.25,0,1
2054.7,1.0,0.0,76.1,0,27
96.75,1.0,0.0,19.35,0,5
1996.4,0.0,0.0,86.8,1,23
827.2,1.0,0.0,75.2,0,11
3571.75,1.0,0.0,102.05,1,35
5949.599999999999,0.0,0.0,88.8,1,67
2466.75,0.0,0.0,74.75,1,33
8208.0,0.0,1.0,114.0,1,72
7349.900000000001,0.0,0.0,109.7,1,67
661.65,1.0,0.0,20.05,0,33
2768.3,0.0,0.0,58.9,0,47
1274.0,1.0,0.0,98.0,1,13
1498.5,1.0,0.0,83.25,1,18
8071.2,0.0,1.0,112.1,1,72
986.7,1.0,0.0,89.7,0,11
310.8,1.0,0.0,44.4,0,7
5867.55,1.0,0.0,99.45,1,59
3212.8,1.0,0.0,100.4,0,32
1691.75,0.0,1.0,25.25,0,67
4465.05,0.0,0.0,87.55,0,51
5548.95,0.0,0.0,94.05,1,59
1891.2,0.0,1.0,39.4,0,48
70.55,1.0,0.0,70.55,0,1
443.9,0.0,0.0,19.3,0,23
3596.7000000000003,1.0,0.0,94.65,1,38
378.1,0.0,0.0,19.9,0,19
228.15,1.0,0.0,76.05,0,3
5736.200000000001,1.0,0.0,98.9,0,58
100.4,1.0,0.0,50.2,0,2
375.75,1.0,0.0,75.15,1,5
7293.599999999999,0.0,1.0,101.3,1,72
4831.2,0.0,0.0,109.8,1,44
315.2,1.0,0.0,19.7,0,16
611.4000000000001,1.0,0.0,50.95,0,12
537.0,1.0,0.0,89.5,0,6
7783.2,0.0,1.0,108.1,1,72
570.4,0.0,0.0,24.8,0,23
2677.1,0.0,0.0,70.45,0,38
4474.400000000001,0.0,0.0,95.2,0,47
1082.7,0.0,1.0,20.05,0,54
1029.0,1.0,0.0,68.6,0,15
1882.0,1.0,0.0,94.1,1,20
1172.0,1.0,0.0,73.25,0,16
69.35,1.0,0.0,69.35,0,1
24.8,1.0,0.0,24.8,0,1
917.7,0.0,1.0,19.95,0,46
6737.85,0.0,1.0,97.65,1,69
4140.5,1.0,0.0,84.5,0,49
2909.7,0.0,0.0,54.9,1,53
136.15,0.0,0.0,19.45,0,7
2110.5,1.0,0.0,50.25,0,42
855.0999999999999,1.0,0.0,50.3,0,17
163.0,1.0,0.0,81.5,0,2
7498.8,0.0,0.0,104.15,0,72
574.0,1.0,0.0,20.5,0,28
50.35,1.0,0.0,50.35,1,1
1293.0,1.0,0.0,86.2,0,15
7172.349999999999,0.0,0.0,107.05,1,67
1094.5,1.0,0.0,99.5,1,11
5779.2,0.0,1.0,103.2,1,56
1212.2,1.0,0.0,55.1,0,22
651.6999999999999,1.0,0.0,34.3,1,19
862.4000000000001,1.0,0.0,19.6,0,44
357.5,1.0,0.0,35.75,0,10
1279.8,1.0,0.0,71.1,0,18
571.5,0.0,1.0,19.05,0,30
929.5,1.0,0.0,35.75,1,26
6348.1,0.0,1.0,109.45,1,58
29.7,1.0,0.0,29.7,0,1
596.25,1.0,0.0,66.25,0,9
4125.0,0.0,0.0,82.5,1,50
1414.5,0.0,0.0,30.75,0,46
134.25,1.0,0.0,44.75,0,3
562.1,1.0,0.0,51.1,0,11
2602.95,1.0,0.0,70.35,0,37
1192.4,1.0,0.0,54.2,0,22
1715.2,0.0,1.0,25.6,0,67
20.2,1.0,0.0,20.2,0,1
1065.9,1.0,0.0,56.1,1,19
670.9499999999999,1.0,0.0,74.55,0,9
6909.0,0.0,1.0,98.7,1,70
50.15,1.0,0.0,50.15,0,1
1602.9,1.0,0.0,41.1,1,39
141.4,1.0,0.0,70.7,0,2
2146.2,1.0,0.0,43.8,0,49
450.1,1.0,0.0,64.3,1,7
45.85,1.0,0.0,45.85,0,1
6164.05,0.0,1.0,101.05,0,61
42.9,1.0,0.0,42.9,0,1
3662.0,1.0,0.0,91.55,0,40
1735.95,0.0,1.0,24.45,0,71
2156.4,1.0,0.0,89.85,1,24
706.3000000000001,1.0,0.0,50.45,0,14
5746.2,1.0,0.0,94.2,1,61
3293.4,0.0,0.0,74.85,1,44
1386.0,0.0,1.0,19.8,0,70
1334.7,1.0,0.0,74.15,0,18
885.0,1.0,0.0,73.75,0,12
7085.099999999999,0.0,0.0,107.35,1,66
1253.55,0.0,1.0,20.55,0,61
3607.8,1.0,0.0,85.9,1,42
5116.5,0.0,0.0,94.75,1,54
60.75,1.0,0.0,20.25,0,3
3701.85,0.0,0.0,53.65,0,69
58.8,1.0,0.0,19.6,0,3
524.3000000000001,1.0,0.0,74.9,0,7
1134.3,0.0,1.0,19.9,0,57
1049.3,1.0,0.0,74.95,0,14
457.6,0.0,0.0,41.6,1,11
